employee_id,age,education_level,department,job_role,years_experience,training_hours,avg_monthly_hours,satisfaction_level,last_performance_score,absenteeism_days,promotion_last_5yrs,performance_label
E11091,39,Masters,R&D,Executive,23,51,155,0.516,4,2,0,Medium
E11092,54,Bachelors,R&D,Operator,40,51,187,0.508,3,1,0,Medium
E11093,36,Bachelors,R&D,Technician,12,38,153,0.896,5,0,0,High
E11094,34,Masters,Production,Executive,12,42,168,0.745,3,1,0,Medium
E11095,25,Bachelors,Production,Executive,5,38,161,0.786,1,2,0,Low
E11096,53,High School,Sales,Manager,30,41,186,0.744,2,4,0,Medium
E11097,50,Bachelors,Sales,Operator,31,56,128,0.759,5,3,0,High
E11098,23,High School,HR,Analyst,9,32,175,0.616,5,0,0,Medium
E11099,38,Bachelors,Production,Executive,18,30,156,0.663,1,0,0,Low
E11100,40,Masters,R&D,Executive,17,39,178,0.91,4,1,0,Medium
E11101,39,High School,Production,Manager,23,45,144,0.955,3,2,0,Medium
E11102,56,Masters,IT,Analyst,33,41,160,0.48,2,5,0,Low
E11103,27,Masters,IT,Operator,10,39,158,0.663,3,1,0,Medium
E11104,33,Bachelors,HR,Executive,13,32,140,0.851,5,2,0,High
E11105,28,Masters,R&D,Manager,12,28,134,1.0,1,1,1,Medium
E11106,31,Masters,Sales,Analyst,13,36,148,1.0,5,3,0,High
E11107,56,PhD,IT,Operator,37,46,163,0.557,1,2,0,Low
E11108,57,Bachelors,HR,Analyst,40,46,145,0.93,4,3,0,High
E11109,23,High School,HR,Executive,1,35,153,0.711,1,2,0,Low
E11110,46,Bachelors,Sales,Manager,27,47,122,0.888,1,3,0,Low
E11111,30,Bachelors,Finance,Operator,7,40,153,0.842,1,1,0,Low
E11112,29,High School,Production,Technician,7,42,180,0.472,5,1,0,Medium
E11113,33,Bachelors,R&D,Operator,17,35,174,0.799,3,2,0,Medium
E11114,29,High School,IT,Engineer,11,36,158,0.881,4,1,0,Medium
E11115,40,Masters,Production,Operator,20,29,165,0.696,1,3,0,Low
E11116,59,Bachelors,IT,Analyst,40,42,143,0.656,5,4,1,Medium
E11117,44,High School,IT,Manager,26,40,192,0.417,5,0,0,Medium
E11118,49,High School,R&D,Analyst,32,41,201,0.823,3,3,0,Medium
E11119,40,Bachelors,IT,Operator,22,46,163,0.738,5,0,0,Medium
E11120,22,Bachelors,IT,Engineer,3,43,212,0.534,1,0,0,Low
E11121,25,High School,Finance,Technician,3,47,146,0.641,2,2,0,Low
E11122,32,Bachelors,IT,Technician,15,36,135,0.728,1,1,0,Low
E11123,31,High School,IT,Executive,12,42,146,0.599,1,2,0,Low
E11124,53,Bachelors,Sales,Manager,31,45,156,0.7,5,2,0,High
E11125,54,Bachelors,Production,Executive,36,29,206,0.385,3,0,0,Low
E11126,54,Bachelors,Production,Technician,37,49,154,0.943,4,3,0,High
E11127,46,Bachelors,HR,Operator,31,45,143,0.703,5,1,0,High
E11128,43,High School,HR,Manager,21,39,142,0.502,4,4,0,Low
E11129,46,High School,Production,Manager,24,35,183,0.257,2,3,0,Low
E11130,37,Bachelors,HR,Engineer,18,44,180,0.885,2,4,1,Medium
E11131,47,Masters,Finance,Engineer,31,38,150,0.8,1,2,0,Medium
E11132,52,PhD,Finance,Technician,33,44,122,0.738,5,1,0,High
E11133,50,Masters,Production,Operator,30,46,137,0.855,5,3,0,High
E11134,45,Bachelors,Sales,Executive,24,31,194,0.855,3,1,0,Medium
E11135,24,Bachelors,R&D,Manager,7,44,174,0.735,3,1,0,Low
E11136,49,Bachelors,IT,Engineer,29,33,161,0.654,5,1,0,High
E11137,35,Masters,Production,Engineer,19,43,197,0.625,2,1,0,Low
E11138,50,Masters,HR,Technician,32,40,199,0.776,3,4,0,Medium
E11139,42,Masters,HR,Engineer,22,34,159,0.951,5,0,0,High
E11140,55,Masters,HR,Engineer,38,35,160,0.681,2,0,0,Medium
E11141,34,Bachelors,Finance,Executive,18,23,148,0.966,5,2,0,High
E11142,57,Masters,Production,Manager,34,34,154,0.767,1,5,1,Low
E11143,54,Masters,Sales,Technician,38,27,130,0.769,3,2,0,Medium
E11144,34,Bachelors,HR,Operator,16,26,130,1.0,3,5,1,Medium
E11145,40,Masters,HR,Manager,22,44,126,0.997,2,4,0,Medium
E11146,42,High School,Production,Operator,23,44,182,1.0,5,3,0,High
E11147,51,PhD,R&D,Analyst,30,39,129,0.556,3,0,0,Medium
E11148,48,Masters,HR,Analyst,26,36,199,1.0,5,4,0,Medium
E11149,54,High School,HR,Technician,36,42,145,0.685,2,1,0,Medium
E11150,36,Bachelors,IT,Technician,19,58,195,0.659,2,2,0,Low
E11151,41,High School,R&D,Executive,26,19,153,0.311,3,2,0,Low
E11152,38,Masters,Sales,Executive,20,38,129,0.759,3,1,0,Medium
E11153,56,Masters,Finance,Operator,34,41,186,0.505,2,7,0,Low
E11154,33,Bachelors,R&D,Technician,15,38,188,0.773,2,1,0,Low
E11155,44,Masters,HR,Manager,25,50,142,0.491,4,2,0,Medium
E11156,26,High School,Finance,Technician,9,39,153,1.0,2,1,0,Medium
E11157,54,Bachelors,Finance,Analyst,35,46,142,0.799,4,5,0,Medium
E11158,36,Bachelors,Sales,Engineer,13,44,158,1.0,3,4,0,Medium
E11159,34,High School,Sales,Manager,15,48,162,0.516,5,1,0,Medium
E11160,44,Bachelors,Sales,Operator,24,33,153,0.979,2,4,0,Medium
E11161,40,Bachelors,Finance,Operator,22,42,124,0.376,5,2,0,Medium
E11162,54,Bachelors,IT,Engineer,37,33,148,0.737,3,3,0,Medium
E11163,42,Bachelors,Finance,Operator,25,34,174,0.586,1,3,0,Low
E11164,41,Masters,IT,Technician,22,47,156,0.619,4,2,0,Medium
E11165,25,Bachelors,R&D,Technician,8,38,153,0.607,2,0,0,Low
E11166,22,Masters,IT,Operator,0,35,141,0.535,1,3,0,Low
E11167,37,Bachelors,Finance,Technician,14,37,148,0.473,3,2,0,Low
E11168,59,Bachelors,R&D,Operator,37,31,188,0.62,4,1,0,Medium
E11169,56,Bachelors,Production,Operator,35,43,137,0.721,2,3,1,Medium
E11170,45,Bachelors,Production,Engineer,27,40,174,0.909,4,3,0,Medium
E11171,45,Bachelors,Finance,Operator,22,32,161,0.753,1,2,0,Low
E11172,36,Bachelors,Production,Manager,19,27,165,0.91,1,1,0,Low
E11173,28,High School,R&D,Engineer,7,43,145,0.434,4,2,0,Medium
E11174,22,Bachelors,Sales,Analyst,4,34,153,0.622,1,3,0,Low
E11175,34,Bachelors,R&D,Technician,18,33,160,0.828,2,1,0,Medium
E11176,34,Bachelors,Finance,Manager,16,35,150,0.762,3,2,0,Medium
E11177,29,Masters,Finance,Engineer,12,43,167,0.545,1,2,0,Low
E11178,31,Bachelors,R&D,Executive,8,45,169,0.868,5,0,0,Medium
E11179,22,PhD,HR,Technician,2,41,203,0.604,3,3,0,Medium
E11180,45,Masters,R&D,Technician,28,41,166,0.56,2,3,0,Low
E11181,57,PhD,Finance,Executive,38,43,122,0.788,5,1,0,High
E11182,48,Masters,Sales,Technician,29,34,183,0.701,3,3,0,Medium
E11183,39,High School,HR,Analyst,19,44,156,0.606,4,1,0,Medium
E11184,37,Bachelors,HR,Technician,20,42,200,0.6,1,4,0,Low
E11185,33,High School,Finance,Operator,13,41,189,0.507,1,3,0,Low
E11186,27,Masters,R&D,Manager,6,36,150,0.629,1,4,0,Low
E11187,44,Bachelors,Sales,Executive,30,31,174,0.898,3,0,0,Medium
E11188,43,Bachelors,HR,Analyst,23,49,148,0.744,5,3,0,Medium
E11189,22,Masters,Sales,Executive,5,37,160,0.873,5,2,0,Medium
E11190,37,High School,R&D,Manager,21,41,174,0.793,3,1,0,Medium
E11191,32,Bachelors,Production,Technician,11,31,182,0.59,1,1,0,Low
E11192,28,Masters,IT,Technician,9,34,178,0.403,4,0,0,Low
E11193,48,High School,Production,Analyst,25,42,161,0.533,4,1,0,Medium
E11194,41,Bachelors,Finance,Executive,27,43,210,0.579,3,1,0,Medium
E11195,46,Masters,Production,Executive,27,46,153,0.565,4,0,0,Medium
E11196,49,High School,HR,Technician,32,29,128,0.877,3,0,0,Medium
E11197,59,Bachelors,Production,Executive,37,40,132,0.875,4,2,0,High
E11198,52,Bachelors,HR,Manager,31,49,189,1.0,3,4,0,Medium
E11199,45,Bachelors,R&D,Analyst,25,36,158,0.563,1,4,0,Low
E11200,55,High School,Finance,Analyst,33,45,163,0.988,1,3,0,Medium
E11201,40,Masters,HR,Engineer,19,50,149,0.986,5,1,0,High
E11202,59,Masters,HR,Analyst,40,46,151,0.658,3,4,0,Medium
E11203,50,High School,Sales,Technician,32,36,144,0.785,2,1,0,Medium
E11204,46,Bachelors,Sales,Engineer,30,47,169,0.923,2,4,0,Medium
E11205,56,Bachelors,IT,Technician,33,42,158,0.689,1,4,0,Low
E11206,41,Masters,Production,Analyst,21,46,169,0.675,5,0,0,Medium
E11207,49,Bachelors,HR,Engineer,25,43,167,0.587,1,4,0,Low
E11208,32,High School,R&D,Analyst,15,45,151,0.275,2,2,0,Low
E11209,58,High School,Production,Operator,40,39,131,0.713,3,1,0,Medium
E11210,45,PhD,Finance,Operator,24,39,129,0.572,2,0,0,Low
E11211,51,Bachelors,Sales,Executive,30,38,221,0.506,1,1,0,Low
E11212,39,Masters,IT,Technician,24,33,190,0.776,2,5,0,Low
E11213,54,Bachelors,Sales,Technician,40,44,187,0.439,4,3,0,Medium
E11214,24,Masters,HR,Technician,3,43,147,0.845,2,1,0,Medium
E11215,26,High School,HR,Executive,5,44,160,0.787,5,4,0,High
E11216,41,High School,IT,Operator,22,31,144,0.628,2,1,0,Low
E11217,49,Masters,HR,Manager,28,36,134,0.689,1,2,0,Low
E11218,52,Masters,HR,Manager,33,37,148,0.486,1,1,0,Low
E11219,38,Bachelors,HR,Technician,16,36,187,0.835,5,5,0,Medium
E11220,46,Bachelors,R&D,Manager,26,37,177,0.734,3,1,0,Medium
E11221,43,Bachelors,IT,Technician,28,37,141,0.747,5,1,0,High
E11222,58,Bachelors,R&D,Analyst,39,36,154,0.79,4,4,0,Medium
E11223,46,High School,HR,Executive,25,38,175,0.584,1,2,0,Low
E11224,37,Masters,IT,Manager,16,44,149,0.427,2,2,0,Low
E11225,58,Bachelors,IT,Operator,40,34,162,0.872,4,2,0,Medium
E11226,26,Masters,Sales,Operator,2,36,168,0.824,1,3,0,Low
E11227,59,High School,Production,Analyst,37,33,168,0.604,5,3,0,Medium
E11228,27,High School,Production,Operator,6,44,165,0.774,1,3,1,Medium
E11229,32,Bachelors,IT,Executive,14,25,147,0.926,4,6,0,Medium
E11230,53,Bachelors,IT,Engineer,32,52,149,0.905,5,0,0,High
E11231,49,Bachelors,Finance,Executive,30,42,137,0.598,3,4,0,Low
E11232,58,High School,R&D,Engineer,40,35,129,0.432,5,2,0,Medium
E11233,50,Masters,R&D,Manager,31,33,158,0.463,5,3,0,Medium
E11234,46,Masters,R&D,Analyst,28,34,176,0.644,4,1,1,Medium
E11235,35,Masters,Sales,Engineer,16,51,132,0.963,4,1,0,High
E11236,22,High School,Production,Engineer,2,49,165,0.569,2,3,0,Low
E11237,26,Bachelors,HR,Analyst,5,41,176,0.593,2,3,0,Low
E11238,33,Bachelors,HR,Engineer,9,44,123,0.589,5,3,0,Medium
E11239,23,Bachelors,Production,Engineer,6,49,155,0.604,2,3,0,Low
E11240,41,Bachelors,IT,Executive,21,40,193,0.698,3,2,1,Medium
E11241,51,High School,IT,Executive,34,42,171,0.47,3,1,0,Medium
E11242,58,Bachelors,HR,Engineer,40,37,123,0.895,2,2,1,Medium
E11243,40,Bachelors,HR,Technician,21,43,173,0.674,2,4,0,Medium
E11244,55,Bachelors,Finance,Operator,35,44,145,1.0,3,2,0,High
E11245,59,High School,R&D,Engineer,37,47,174,0.489,2,2,0,Medium
E11246,54,Bachelors,Sales,Technician,35,49,146,0.986,5,0,0,High
E11247,39,Bachelors,Production,Technician,19,46,159,0.95,1,0,0,Medium
E11248,34,Bachelors,R&D,Engineer,13,41,149,0.626,2,3,0,Low
E11249,59,Bachelors,Finance,Manager,40,38,160,0.629,5,2,0,Medium
E11250,31,Bachelors,R&D,Engineer,8,34,149,0.534,3,0,0,Low
E11251,37,Masters,IT,Engineer,19,40,156,0.536,4,1,0,Medium
E11252,24,Bachelors,Finance,Executive,8,36,136,0.7,4,4,0,Medium
E11253,52,Bachelors,Production,Technician,32,33,170,0.704,2,3,0,Low
E11254,46,PhD,HR,Technician,26,41,164,0.412,4,4,0,Medium
E11255,25,Bachelors,Finance,Executive,4,44,128,1.0,2,1,0,Medium
E11256,30,Masters,Production,Analyst,13,40,180,0.653,4,2,0,Medium
E11257,43,Masters,IT,Executive,26,43,156,0.712,1,4,0,Low
E11258,42,High School,Sales,Executive,21,44,163,0.587,4,2,0,Medium
E11259,52,Bachelors,HR,Executive,35,33,175,0.652,1,2,0,Medium
E11260,32,Bachelors,HR,Analyst,16,43,167,0.636,5,5,0,Medium
E11261,57,PhD,Sales,Executive,40,32,183,0.699,4,1,0,Medium
E11262,38,Bachelors,Finance,Manager,18,48,154,0.697,1,1,0,Low
E11263,53,High School,Production,Analyst,34,32,181,0.845,1,2,0,Medium
E11264,31,Bachelors,IT,Engineer,10,52,162,0.741,1,6,0,Low
E11265,23,High School,IT,Executive,7,43,170,0.827,5,0,0,High
E11266,24,Masters,Finance,Engineer,8,37,168,0.698,3,3,0,Low
E11267,36,Bachelors,R&D,Executive,20,48,185,0.742,2,4,0,Medium
E11268,58,Masters,R&D,Operator,35,38,174,0.657,2,0,0,Medium
E11269,23,Masters,IT,Engineer,8,37,151,0.881,1,1,0,Medium
E11270,36,Bachelors,HR,Technician,18,53,147,0.758,2,0,0,Medium
E11271,26,Bachelors,Sales,Manager,5,39,159,0.672,5,5,0,Medium
E11272,57,Masters,IT,Technician,38,29,145,0.666,3,0,0,Medium
E11273,47,Masters,Finance,Analyst,28,30,139,0.68,2,2,0,Low
E11274,50,Masters,Sales,Manager,36,33,117,0.705,1,3,0,Low
E11275,49,High School,HR,Operator,30,31,129,0.69,2,1,1,Low
E11276,46,Bachelors,HR,Executive,26,49,200,0.599,2,4,0,Medium
E11277,51,Bachelors,Finance,Executive,36,40,147,0.838,1,0,0,Low
E11278,22,Masters,IT,Technician,3,41,198,0.849,4,1,0,Medium
E11279,54,Bachelors,IT,Executive,34,45,168,1.0,4,0,0,High
E11280,50,Bachelors,IT,Engineer,34,37,159,0.591,5,2,0,High
E11281,50,High School,HR,Executive,30,37,130,0.82,2,0,0,Medium
E11282,36,Bachelors,Finance,Manager,21,40,160,0.356,2,0,0,Low
E11283,52,Masters,Sales,Manager,33,38,198,0.849,5,1,0,High
E11284,36,Bachelors,Sales,Manager,16,39,191,0.438,2,0,0,Low
E11285,23,High School,Finance,Analyst,1,25,165,0.523,4,2,0,Medium
E11286,56,Masters,IT,Analyst,40,37,137,0.76,4,1,0,Medium
E11287,30,Masters,HR,Manager,11,40,141,0.588,5,1,0,Medium
E11288,25,High School,R&D,Analyst,9,36,143,0.563,2,4,0,Low
E11289,45,Bachelors,Sales,Executive,26,32,186,0.613,4,2,0,Medium
E11290,30,PhD,Finance,Engineer,7,38,193,0.831,1,0,0,Low
E11291,54,Masters,Finance,Technician,35,50,164,0.532,4,2,0,Medium
E11292,38,Bachelors,HR,Operator,15,49,154,0.69,1,1,0,Low
E11293,22,Bachelors,R&D,Technician,0,40,191,0.632,4,2,0,Medium
E11294,58,Bachelors,HR,Executive,36,49,140,0.848,2,0,0,Medium
E11295,41,High School,R&D,Executive,23,34,161,0.853,3,3,1,Medium
E11296,31,Masters,HR,Operator,11,30,169,0.37,1,2,0,Low
E11297,47,High School,HR,Executive,30,35,143,0.888,4,2,0,Medium
E11298,42,High School,R&D,Technician,23,48,147,0.59,3,2,0,Medium
E11299,23,Masters,Production,Analyst,5,34,146,0.743,4,3,0,Medium
E11300,50,Masters,Finance,Executive,29,25,188,0.531,2,0,0,Low
E11301,37,Masters,HR,Technician,16,41,198,0.767,1,3,0,Low
E11302,48,Bachelors,Production,Engineer,32,35,162,1.0,3,2,0,Medium
E11303,56,Bachelors,HR,Operator,39,54,155,0.723,4,1,0,Medium
E11304,45,Bachelors,Production,Analyst,25,36,148,0.617,4,1,0,Medium
E11305,47,Bachelors,HR,Manager,28,30,160,0.658,2,3,0,Low
E11306,31,Bachelors,IT,Operator,14,42,149,0.436,4,2,0,Medium
E11307,31,Bachelors,HR,Manager,13,43,158,0.961,3,0,1,High
E11308,37,Bachelors,Finance,Engineer,18,38,168,0.756,2,6,0,Low
E11309,54,Masters,HR,Analyst,36,44,152,0.511,1,3,0,Low
E11310,41,PhD,Production,Operator,21,40,156,0.517,2,5,0,Low
E11311,35,High School,Sales,Technician,17,35,156,0.703,1,1,0,Low
E11312,51,Bachelors,IT,Analyst,29,44,154,0.868,4,0,0,High
E11313,54,High School,Sales,Technician,32,44,151,0.493,1,3,0,Low
E11314,56,Bachelors,Production,Manager,36,46,175,0.9,1,2,0,Low
E11315,33,Bachelors,R&D,Manager,14,43,125,0.684,1,3,0,Low
E11316,48,High School,Finance,Technician,31,45,191,0.533,2,2,0,Low
E11317,44,Masters,Production,Engineer,29,45,163,0.616,1,3,0,Low
E11318,39,Bachelors,IT,Analyst,17,28,172,1.0,4,1,1,High
E11319,37,Masters,Sales,Manager,16,40,175,0.45,1,3,0,Low
E11320,26,High School,HR,Executive,5,37,146,0.568,5,2,0,Medium
E11321,32,High School,HR,Operator,13,46,142,0.871,3,6,0,Medium
E11322,42,Bachelors,Production,Operator,24,47,139,0.739,1,3,0,Low
E11323,55,High School,Production,Technician,40,37,155,0.558,3,1,0,Medium
E11324,54,Bachelors,R&D,Analyst,35,36,174,0.874,1,2,0,Medium
E11325,29,PhD,Production,Analyst,8,35,148,0.882,5,5,0,High
E11326,47,Bachelors,HR,Manager,33,36,172,0.76,3,1,0,Medium
E11327,25,High School,Finance,Manager,11,25,113,0.59,5,4,0,Medium
E11328,47,Bachelors,R&D,Analyst,33,50,152,0.618,2,3,0,Low
E11329,34,Bachelors,HR,Engineer,16,44,183,0.751,1,3,0,Medium
E11330,39,Bachelors,HR,Manager,18,49,157,0.464,2,2,0,Low
E11331,49,Bachelors,R&D,Analyst,30,38,143,0.939,3,2,0,Medium
E11332,38,Masters,R&D,Engineer,17,28,147,1.0,4,2,1,High
E11333,52,High School,HR,Operator,37,36,99,0.658,3,3,0,Medium
E11334,42,Bachelors,R&D,Technician,24,39,140,0.764,5,5,0,High
E11335,59,Bachelors,Sales,Analyst,37,46,181,0.913,2,2,0,Medium
E11336,46,Masters,Production,Analyst,26,44,148,1.0,2,2,0,Medium
E11337,33,Bachelors,R&D,Technician,11,42,151,0.98,3,2,0,Medium
E11338,51,Bachelors,Sales,Operator,33,33,113,0.388,1,2,0,Low
E11339,37,High School,IT,Executive,18,45,127,0.643,4,3,0,Medium
E11340,42,High School,Production,Operator,18,43,184,0.79,1,1,0,Medium
E11341,27,High School,R&D,Manager,6,39,172,0.611,4,2,0,Medium
E11342,26,Masters,Production,Analyst,5,34,134,1.0,2,0,0,Low
E11343,43,Bachelors,IT,Executive,20,40,147,0.993,2,2,0,Medium
E11344,29,Masters,Finance,Technician,10,36,159,0.553,4,1,0,Medium
E11345,59,High School,HR,Manager,40,47,136,0.671,4,3,0,Medium
E11346,54,Masters,Sales,Technician,34,45,120,0.565,5,2,0,Medium
E11347,48,Masters,R&D,Executive,29,35,157,0.665,2,1,0,Medium
E11348,49,High School,Production,Manager,33,42,171,0.659,5,2,0,Medium
E11349,44,High School,Finance,Engineer,26,48,172,0.872,5,2,0,High
E11350,24,High School,Finance,Operator,2,40,178,0.54,5,1,0,Medium
E11351,36,Masters,Production,Manager,12,44,129,0.229,5,0,0,Medium
E11352,40,Bachelors,R&D,Manager,19,44,161,0.411,4,3,0,Medium
E11353,56,Bachelors,HR,Manager,39,37,155,0.515,2,3,0,Low
E11354,30,Bachelors,Production,Analyst,10,46,158,0.582,4,3,0,Low
E11355,40,Masters,IT,Manager,22,34,156,0.734,4,5,0,Medium
E11356,35,Bachelors,HR,Operator,18,34,147,0.506,2,4,0,Low
E11357,27,Bachelors,HR,Manager,4,35,100,0.482,5,1,1,Medium
E11358,25,PhD,Production,Operator,5,37,183,0.533,4,1,0,Medium
E11359,35,High School,Sales,Technician,17,38,167,0.499,3,0,0,Medium
E11360,25,Masters,Sales,Operator,4,41,130,0.6,5,3,0,Medium
E11361,24,High School,Finance,Technician,3,42,169,0.592,1,0,0,Low
E11362,35,Bachelors,Sales,Technician,14,36,151,0.824,4,2,0,Medium
E11363,29,Masters,HR,Manager,13,38,152,0.522,4,1,0,Medium
E11364,43,Bachelors,Production,Analyst,21,41,145,0.636,1,2,1,Low
E11365,22,Bachelors,R&D,Operator,5,37,171,0.602,3,1,0,Low
E11366,33,Bachelors,Finance,Analyst,10,35,144,0.846,3,2,0,Low
E11367,39,Bachelors,R&D,Operator,21,41,138,0.672,2,4,0,Low
E11368,58,Bachelors,Sales,Operator,37,39,183,0.889,5,0,0,High
E11369,46,Bachelors,HR,Technician,27,40,156,0.493,4,2,0,Low
E11370,55,Bachelors,Finance,Executive,33,43,157,0.691,2,3,0,Medium
E11371,35,Bachelors,Sales,Analyst,18,47,174,0.596,3,1,0,Medium
E11372,39,Bachelors,IT,Manager,16,34,147,0.479,1,5,0,Low
E11373,37,Bachelors,R&D,Executive,23,29,151,0.688,1,0,0,Low
E11374,55,Bachelors,R&D,Executive,37,46,166,1.0,4,0,0,High
E11375,58,High School,Production,Analyst,40,35,129,0.546,5,2,0,Medium
E11376,58,Masters,IT,Analyst,35,31,164,0.677,2,3,0,Low
E11377,50,Bachelors,IT,Technician,29,44,145,0.464,2,1,0,Low
E11378,41,High School,R&D,Operator,25,41,177,0.437,4,3,0,Medium
E11379,42,Bachelors,R&D,Operator,20,40,171,0.558,3,1,0,Medium
E11380,59,Masters,Finance,Manager,40,43,168,0.619,1,1,1,Low
E11381,32,Bachelors,Sales,Analyst,13,45,128,0.627,4,1,0,Medium
E11382,35,High School,HR,Operator,20,42,158,0.659,2,3,0,Low
E11383,56,High School,IT,Executive,38,32,136,0.403,1,2,0,Low
E11384,36,High School,IT,Analyst,17,41,159,0.587,3,1,0,Medium
E11385,30,Masters,Sales,Operator,13,43,114,0.79,4,1,0,Medium
E11386,43,PhD,Finance,Operator,26,26,129,0.456,3,1,0,Medium
E11387,34,High School,IT,Technician,15,51,184,0.636,4,2,0,Medium
E11388,55,Masters,HR,Analyst,37,40,167,0.753,2,1,0,Medium
E11389,56,High School,Finance,Analyst,35,34,153,0.559,3,3,0,Low
E11390,33,Bachelors,Production,Analyst,15,46,142,0.761,4,4,0,Medium
E11391,42,Masters,R&D,Operator,23,43,138,0.426,3,1,0,Medium
E11392,59,Bachelors,HR,Analyst,40,40,164,0.86,2,1,0,Medium
E11393,50,High School,HR,Analyst,33,32,153,0.766,5,3,0,Medium
E11394,30,Bachelors,IT,Executive,10,39,191,0.71,1,0,0,Low
E11395,44,PhD,Sales,Analyst,20,33,156,0.902,5,4,0,Medium
E11396,45,Bachelors,R&D,Executive,25,39,161,0.641,4,2,0,Medium
E11397,46,High School,Sales,Engineer,26,42,132,0.589,1,2,0,Low
E11398,22,High School,Sales,Technician,2,31,153,0.947,2,0,0,Medium
E11399,33,Bachelors,R&D,Operator,17,39,164,1.0,2,2,0,Medium
E11400,54,Bachelors,Finance,Analyst,38,36,153,0.575,5,3,0,Medium
E11401,31,Masters,Production,Technician,9,35,150,0.68,3,1,0,Medium
E11402,33,Masters,Sales,Technician,16,51,167,0.888,2,2,0,Medium
E11403,34,Masters,HR,Analyst,19,36,190,0.686,5,2,0,Medium
E11404,28,Masters,R&D,Operator,7,41,163,0.807,1,1,0,Low
E11405,27,Bachelors,IT,Analyst,13,47,183,0.84,5,1,0,High
E11406,35,Bachelors,Production,Technician,11,25,172,0.599,5,2,0,Medium
E11407,55,Bachelors,Finance,Analyst,32,39,182,0.775,2,2,0,Medium
E11408,22,Bachelors,IT,Executive,1,46,148,0.699,1,1,0,Low
E11409,32,Masters,Sales,Manager,13,38,156,0.481,5,1,0,Medium
E11410,24,Bachelors,Sales,Technician,10,40,156,0.522,5,4,0,Medium
E11411,43,PhD,Sales,Executive,25,38,171,0.583,2,2,0,Medium
E11412,31,Bachelors,IT,Operator,10,35,176,0.867,1,3,0,Low
E11413,52,Bachelors,HR,Manager,28,38,163,0.873,2,0,1,Medium
E11414,44,Bachelors,HR,Engineer,25,39,178,0.835,1,0,0,Medium
E11415,51,High School,Finance,Analyst,30,35,149,0.779,4,2,0,Medium
E11416,46,Bachelors,Finance,Analyst,25,45,178,0.774,3,2,0,Medium
E11417,38,Bachelors,R&D,Executive,23,38,180,0.75,2,1,0,Medium
E11418,54,High School,Production,Manager,34,40,174,0.773,4,2,0,Medium
E11419,40,Masters,Finance,Analyst,18,34,163,0.786,4,2,0,Medium
E11420,58,High School,Finance,Analyst,37,61,174,0.447,1,3,0,Low
E11421,59,High School,Production,Operator,36,46,142,0.558,3,1,0,Medium
E11422,44,Masters,HR,Analyst,23,35,164,0.515,5,2,0,Medium
E11423,47,High School,Finance,Executive,30,32,166,0.899,4,3,0,Medium
E11424,31,Masters,Production,Executive,15,35,133,0.998,5,1,0,High
E11425,52,Masters,Production,Engineer,29,54,169,0.31,5,2,0,Medium
E11426,47,High School,IT,Analyst,23,37,135,0.982,1,3,0,Low
E11427,56,Bachelors,Finance,Technician,37,43,151,0.716,2,0,0,Medium
E11428,32,Bachelors,Production,Analyst,10,37,161,0.882,3,3,0,Medium
E11429,51,Masters,Production,Engineer,36,33,145,0.791,3,2,0,Low
E11430,39,Masters,Production,Manager,20,45,162,0.959,4,3,0,Medium
E11431,29,Masters,Finance,Executive,14,41,161,0.738,4,2,0,High
E11432,28,Bachelors,R&D,Technician,10,41,144,0.455,4,5,0,Medium
E11433,43,Bachelors,Finance,Analyst,23,33,171,0.681,1,3,0,Low
E11434,34,Bachelors,R&D,Analyst,17,51,145,0.793,4,4,0,Medium
E11435,25,PhD,Finance,Engineer,5,27,206,0.661,4,1,0,Medium
E11436,38,Bachelors,Finance,Manager,22,50,158,0.818,4,4,0,Medium
E11437,46,Bachelors,Production,Engineer,31,49,137,0.688,3,1,0,Medium
E11438,34,Bachelors,IT,Analyst,11,31,140,0.593,1,7,0,Low
E11439,58,Masters,R&D,Manager,40,44,183,0.505,1,3,0,Low
E11440,51,PhD,Sales,Analyst,32,37,152,0.629,4,4,0,Medium
E11441,41,High School,IT,Analyst,19,33,133,0.737,5,1,0,High
E11442,57,Bachelors,IT,Executive,37,44,177,0.347,5,3,0,Medium
E11443,38,Bachelors,IT,Engineer,21,40,152,0.56,3,0,0,Low
E11444,27,Bachelors,Finance,Operator,8,51,173,0.341,3,2,0,Low
E11445,23,Bachelors,Production,Executive,7,33,179,0.589,1,0,0,Low
E11446,57,High School,Sales,Technician,35,35,165,0.916,3,1,0,Medium
E11447,58,Bachelors,R&D,Engineer,34,42,208,0.486,1,4,0,Low
E11448,50,Bachelors,Finance,Operator,27,41,126,0.827,4,3,0,Medium
E11449,25,Bachelors,Finance,Manager,4,51,144,1.0,4,2,0,Medium
E11450,33,Bachelors,Finance,Operator,10,51,155,0.962,1,3,0,Low
E11451,23,Masters,Finance,Analyst,0,38,205,0.724,5,4,0,Medium
E11452,23,Bachelors,Production,Operator,1,37,196,0.855,4,1,1,Medium
E11453,31,Masters,Production,Operator,9,46,186,0.453,2,3,0,Low
E11454,43,Bachelors,IT,Executive,20,42,144,0.417,3,1,0,Low
E11455,24,Bachelors,HR,Executive,5,33,146,0.705,1,1,0,Low
E11456,59,Bachelors,IT,Manager,39,37,143,0.772,5,1,0,Medium
